location,year,age,sex,mx,cause,prev
Republic of Korea,2002,91,Female,0.16564362,Stomach cancer,6.204863480801001e-4
Republic of Korea,2002,92,Male,0.30903345,Seborrhoeic dermatitis,0.001915137850399028
Republic of Korea,2002,92,Male,0.30903345,Stomach cancer,0.001986305259631424
Republic of Korea,2002,92,Female,0.18101053,Seborrhoeic dermatitis,0.001290947495763494
Republic of Korea,2002,92,Female,0.18101053,Stomach cancer,6.204863480801001e-4
Republic of Korea,2002,93,Male,0.33649971,Seborrhoeic dermatitis,0.001915137850399028
Republic of Korea,2002,93,Male,0.33649971,Stomach cancer,0.001986305259631424
Republic of Korea,2002,93,Female,0.19734005,Seborrhoeic dermatitis,0.001290947495763494
Republic of Korea,2002,93,Female,0.19734005,Stomach cancer,6.204863480801001e-4
Republic of Korea,2002,94,Male,0.36577746,Seborrhoeic dermatitis,0.001915137850399028
Republic of Korea,2002,94,Male,0.36577746,Stomach cancer,0.001986305259631424
Republic of Korea,2002,94,Female,0.21486361,Seborrhoeic dermatitis,0.001290947495763494
Republic of Korea,2002,94,Female,0.21486361,Stomach cancer,6.204863480801001e-4
Republic of Korea,2002,95,Male,0.39378631,Seborrhoeic dermatitis,0.001755668507152884
Republic of Korea,2002,95,Male,0.39378631,Stomach cancer,0.002463734548680888
Republic of Korea,2002,95,Female,0.23466178,Seborrhoeic dermatitis,0.001240758923723786
Republic of Korea,2002,95,Female,0.23466178,Stomach cancer,8.823489784861201e-4
Republic of Korea,2002,96,Male,0.42363297,Seborrhoeic dermatitis,0.001755668507152884
Republic of Korea,2002,96,Male,0.42363297,Stomach cancer,0.002463734548680888
Republic of Korea,2002,96,Female,0.25491057,Seborrhoeic dermatitis,0.001240758923723786
Republic of Korea,2002,96,Female,0.25491057,Stomach cancer,8.823489784861201e-4
Republic of Korea,2002,97,Male,0.45404754,Seborrhoeic dermatitis,0.001755668507152884
Republic of Korea,2002,97,Male,0.45404754,Stomach cancer,0.002463734548680888
Republic of Korea,2002,97,Female,0.27627601,Seborrhoeic dermatitis,0.001240758923723786
Republic of Korea,2002,97,Female,0.27627601,Stomach cancer,8.823489784861201e-4
Republic of Korea,2002,98,Male,0.48480905,Seborrhoeic dermatitis,0.001755668507152884
Republic of Korea,2002,98,Male,0.48480905,Stomach cancer,0.002463734548680888
Republic of Korea,2002,98,Female,0.29871441,Seborrhoeic dermatitis,0.001240758923723786
Republic of Korea,2002,98,Female,0.29871441,Stomach cancer,8.823489784861201e-4
Republic of Korea,2002,99,Male,0.51568617,Seborrhoeic dermatitis,0.001755668507152884
Republic of Korea,2002,99,Male,0.51568617,Stomach cancer,0.002463734548680888
Republic of Korea,2002,99,Female,0.3221641,Seborrhoeic dermatitis,0.001240758923723786
Republic of Korea,2002,99,Female,0.3221641,Stomach cancer,8.823489784861201e-4
Republic of Korea,2002,100,Male,0.57967098,Seborrhoeic dermatitis,0.001486615116486324
Republic of Korea,2002,100,Male,0.57967098,Stomach cancer,0.002583491071563764
Republic of Korea,2002,100,Female,0.39269669,Seborrhoeic dermatitis,0.00108947519881304
Republic of Korea,2002,100,Female,0.39269669,Stomach cancer,0.001106334755329804
Republic of Korea,2003,0,Male,0.00588827,Seborrhoeic dermatitis,0.0018786443284077778
Republic of Korea,2003,0,Male,0.00588827,Stomach cancer,0
Republic of Korea,2003,0,Female,0.00508179,Seborrhoeic dermatitis,0.0012701393123002679
Republic of Korea,2003,0,Female,0.00508179,Stomach cancer,0
Republic of Korea,2003,1,Male,3.1171e-4,Seborrhoeic dermatitis,0.0018786443284077778
Republic of Korea,2003,1,Male,3.1171e-4,Stomach cancer,0.002698801234628518
Republic of Korea,2003,1,Female,2.6688e-4,Seborrhoeic dermatitis,0.0012701393123002679
Republic of Korea,2003,1,Female,2.6688e-4,Stomach cancer,0.0012472124994010619
Republic of Korea,2003,2,Male,2.6233e-4,Seborrhoeic dermatitis,0.0018786443284077778
Republic of Korea,2003,2,Male,2.6233e-4,Stomach cancer,0.002698801234628518
Republic of Korea,2003,2,Female,2.3377e-4,Seborrhoeic dermatitis,0.0012701393123002679
Republic of Korea,2003,2,Female,2.3377e-4,Stomach cancer,0.0012472124994010619
Republic of Korea,2003,3,Male,2.3019e-4,Seborrhoeic dermatitis,0.0018786443284077778
Republic of Korea,2003,3,Male,2.3019e-4,Stomach cancer,0.002698801234628518
Republic of Korea,2003,3,Female,2.0849e-4,Seborrhoeic dermatitis,0.0012701393123002679
Republic of Korea,2003,3,Female,2.0849e-4,Stomach cancer,0.0012472124994010619
Republic of Korea,2003,4,Male,2.0816e-4,Seborrhoeic dermatitis,0.0018786443284077778
Republic of Korea,2003,4,Male,2.0816e-4,Stomach cancer,0.002698801234628518
Republic of Korea,2003,4,Female,1.9159e-4,Seborrhoeic dermatitis,0.0012701393123002679
Republic of Korea,2003,4,Female,1.9159e-4,Stomach cancer,0.0012472124994010619
Republic of Korea,2003,5,Male,2.0226e-4,Seborrhoeic dermatitis,4.22125722454035e-4
Republic of Korea,2003,5,Male,2.0226e-4,Stomach cancer,0.002698801234628518
Republic of Korea,2003,5,Female,1.8847e-4,Seborrhoeic dermatitis,4.664924747910825e-4
Republic of Korea,2003,5,Female,1.8847e-4,Stomach cancer,0.0012472124994010619
Republic of Korea,2003,6,Male,2.0852e-4,Seborrhoeic dermatitis,4.22125722454035e-4
Republic of Korea,2003,6,Male,2.0852e-4,Stomach cancer,0.001257958561472182
Republic of Korea,2003,6,Female,1.9503e-4,Seborrhoeic dermatitis,4.664924747910825e-4
Republic of Korea,2003,6,Female,1.9503e-4,Stomach cancer,6.5229449464552e-4
Republic of Korea,2003,7,Male,2.1936e-4,Seborrhoeic dermatitis,4.22125722454035e-4
Republic of Korea,2003,7,Male,2.1936e-4,Stomach cancer,0.001257958561472182
Republic of Korea,2003,7,Female,2.0431e-4,Seborrhoeic dermatitis,4.664924747910825e-4
Republic of Korea,2003,7,Female,2.0431e-4,Stomach cancer,6.5229449464552e-4
Republic of Korea,2003,8,Male,2.2706e-4,Seborrhoeic dermatitis,4.22125722454035e-4
Republic of Korea,2003,8,Male,2.2706e-4,Stomach cancer,0.001257958561472182
Republic of Korea,2003,8,Female,2.0928e-4,Seborrhoeic dermatitis,4.664924747910825e-4
Republic of Korea,2003,8,Female,2.0928e-4,Stomach cancer,6.5229449464552e-4
Republic of Korea,2003,9,Male,2.2404e-4,Seborrhoeic dermatitis,2.67933722690122e-4
Republic of Korea,2003,9,Male,2.2404e-4,Stomach cancer,0.001257958561472182
Republic of Korea,2003,9,Female,2.0303e-4,Seborrhoeic dermatitis,3.71650496633554e-4
Republic of Korea,2003,9,Female,2.0303e-4,Stomach cancer,6.5229449464552e-4
Republic of Korea,2003,10,Male,2.0294e-4,Seborrhoeic dermatitis,2.67933722690122e-4
Republic of Korea,2003,10,Male,2.0294e-4,Stomach cancer,0.001257958561472182
Republic of Korea,2003,10,Female,1.788e-4,Seborrhoeic dermatitis,3.71650496633554e-4
Republic of Korea,2003,10,Female,1.788e-4,Stomach cancer,6.5229449464552e-4
Republic of Korea,2003,11,Male,1.927e-4,Seborrhoeic dermatitis,2.67933722690122e-4
Republic of Korea,2003,11,Male,1.927e-4,Stomach cancer,9.33489102634758e-4
Republic of Korea,2003,11,Female,1.6412e-4,Seborrhoeic dermatitis,3.71650496633554e-4
Republic of Korea,2003,11,Female,1.6412e-4,Stomach cancer,4.57783689191044e-4
Republic of Korea,2003,12,Male,1.9528e-4,Seborrhoeic dermatitis,2.67933722690122e-4
Republic of Korea,2003,12,Male,1.9528e-4,Stomach cancer,9.33489102634758e-4
Republic of Korea,2003,12,Female,1.5704e-4,Seborrhoeic dermatitis,3.71650496633554e-4
Republic of Korea,2003,12,Female,1.5704e-4,Stomach cancer,4.57783689191044e-4
Republic of Korea,2003,13,Male,2.1647e-4,Seborrhoeic dermatitis,2.67933722690122e-4
Republic of Korea,2003,13,Male,2.1647e-4,Stomach cancer,9.33489102634758e-4
Republic of Korea,2003,13,Female,1.6313e-4,Seborrhoeic dermatitis,3.71650496633554e-4
Republic of Korea,2003,13,Female,1.6313e-4,Stomach cancer,4.57783689191044e-4
Republic of Korea,2003,14,Male,2.4027e-4,Seborrhoeic dermatitis,4.02729801833544e-4
Republic of Korea,2003,14,Male,2.4027e-4,Stomach cancer,9.33489102634758e-4
Republic of Korea,2003,14,Female,1.7416e-4,Seborrhoeic dermatitis,5.545207939713439e-4
Republic of Korea,2003,14,Female,1.7416e-4,Stomach cancer,4.57783689191044e-4
Republic of Korea,2003,15,Male,2.8872e-4,Seborrhoeic dermatitis,4.02729801833544e-4
Republic of Korea,2003,15,Male,2.8872e-4,Stomach cancer,9.33489102634758e-4
Republic of Korea,2003,15,Female,1.9654e-4,Seborrhoeic dermatitis,5.545207939713439e-4
Republic of Korea,2003,15,Female,1.9654e-4,Stomach cancer,4.57783689191044e-4
Republic of Korea,2003,16,Male,3.4878e-4,Seborrhoeic dermatitis,4.02729801833544e-4
Republic of Korea,2003,16,Male,3.4878e-4,Stomach cancer,0.00118776483096774
Republic of Korea,2003,16,Female,2.2477e-4,Seborrhoeic dermatitis,5.545207939713439e-4
Republic of Korea,2003,16,Female,2.2477e-4,Stomach cancer,5.90957094341066e-4
Republic of Korea,2003,17,Male,4.2363e-4,Seborrhoeic dermatitis,4.02729801833544e-4
Republic of Korea,2003,17,Male,4.2363e-4,Stomach cancer,0.00118776483096774
Republic of Korea,2003,17,Female,2.6467e-4,Seborrhoeic dermatitis,5.545207939713439e-4
Republic of Korea,2003,17,Female,2.6467e-4,Stomach cancer,5.90957094341066e-4
Republic of Korea,2003,18,Male,4.8525e-4,Seborrhoeic dermatitis,4.02729801833544e-4
Republic of Korea,2003,18,Male,4.8525e-4,Stomach cancer,0.00118776483096774
Republic of Korea,2003,18,Female,3.0001e-4,Seborrhoeic dermatitis,5.545207939713439e-4
Republic of Korea,2003,18,Female,3.0001e-4,Stomach cancer,5.90957094341066e-4
Republic of Korea,2003,19,Male,5.4237e-4,Seborrhoeic dermatitis,4.63633214354108e-4
Republic of Korea,2003,19,Male,5.4237e-4,Stomach cancer,0.00118776483096774
Republic of Korea,2003,19,Female,3.3666e-4,Seborrhoeic dermatitis,6.0152606922969e-4
Republic of Korea,2003,19,Female,3.3666e-4,Stomach cancer,5.90957094341066e-4
Republic of Korea,2003,20,Male,5.5007e-4,Seborrhoeic dermatitis,4.63633214354108e-4
Republic of Korea,2003,20,Male,5.5007e-4,Stomach cancer,0.00118776483096774
Republic of Korea,2003,20,Female,3.4703e-4,Seborrhoeic dermatitis,6.0152606922969e-4
Republic of Korea,2003,20,Female,3.4703e-4,Stomach cancer,5.90957094341066e-4
Republic of Korea,2003,21,Male,5.753e-4,Seborrhoeic dermatitis,4.63633214354108e-4
Republic of Korea,2003,21,Male,5.753e-4,Stomach cancer,5.97413050094012e-4
Republic of Korea,2003,21,Female,3.8456e-4,Seborrhoeic dermatitis,6.0152606922969e-4
Republic of Korea,2003,21,Female,3.8456e-4,Stomach cancer,2.89400872934874e-4
Republic of Korea,2003,22,Male,5.8979e-4,Seborrhoeic dermatitis,4.63633214354108e-4
Republic of Korea,2003,22,Male,5.8979e-4,Stomach cancer,5.97413050094012e-4
Republic of Korea,2003,22,Female,4.1894e-4,Seborrhoeic dermatitis,6.0152606922969e-4
Republic of Korea,2003,22,Female,4.1894e-4,Stomach cancer,2.89400872934874e-4
Republic of Korea,2003,23,Male,5.6372e-4,Seborrhoeic dermatitis,4.63633214354108e-4
Republic of Korea,2003,23,Male,5.6372e-4,Stomach cancer,5.97413050094012e-4
Republic of Korea,2003,23,Female,3.9495e-4,Seborrhoeic dermatitis,6.0152606922969e-4
Republic of Korea,2003,23,Female,3.9495e-4,Stomach cancer,2.89400872934874e-4
Republic of Korea,2003,24,Male,5.9358e-4,Seborrhoeic dermatitis,4.8793293661679595e-4
Republic of Korea,2003,24,Male,5.9358e-4,Stomach cancer,5.97413050094012e-4
Republic of Korea,2003,24,Female,4.2663e-4,Seborrhoeic dermatitis,6.1534428878235e-4
Republic of Korea,2003,24,Female,4.2663e-4,Stomach cancer,2.89400872934874e-4
Republic of Korea,2003,25,Male,5.9381e-4,Seborrhoeic dermatitis,4.8793293661679595e-4
Republic of Korea,2003,25,Male,5.9381e-4,Stomach cancer,5.97413050094012e-4
Republic of Korea,2003,25,Female,4.2099e-4,Seborrhoeic dermatitis,6.1534428878235e-4
Republic of Korea,2003,25,Female,4.2099e-4,Stomach cancer,2.89400872934874e-4
Republic of Korea,2003,26,Male,6.149e-4,Seborrhoeic dermatitis,4.8793293661679595e-4
Republic of Korea,2003,26,Male,6.149e-4,Stomach cancer,0
Republic of Korea,2003,26,Female,4.1701e-4,Seborrhoeic dermatitis,6.1534428878235e-4
Republic of Korea,2003,26,Female,4.1701e-4,Stomach cancer,0
Republic of Korea,2003,27,Male,6.6104e-4,Seborrhoeic dermatitis,4.8793293661679595e-4
Republic of Korea,2003,27,Male,6.6104e-4,Stomach cancer,0
Republic of Korea,2003,27,Female,4.3851e-4,Seborrhoeic dermatitis,6.1534428878235e-4
Republic of Korea,2003,27,Female,4.3851e-4,Stomach cancer,0
Republic of Korea,2003,28,Male,6.9518e-4,Seborrhoeic dermatitis,4.8793293661679595e-4
Republic of Korea,2003,28,Male,6.9518e-4,Stomach cancer,0
Republic of Korea,2003,28,Female,4.4696e-4,Seborrhoeic dermatitis,6.1534428878235e-4
Republic of Korea,2003,28,Female,4.4696e-4,Stomach cancer,0
Republic of Korea,2003,29,Male,7.3303e-4,Seborrhoeic dermatitis,5.75293033788516e-4
Republic of Korea,2003,29,Male,7.3303e-4,Stomach cancer,0
Republic of Korea,2003,29,Female,4.5901e-4,Seborrhoeic dermatitis,7.29898158697888e-4
Republic of Korea,2003,29,Female,4.5901e-4,Stomach cancer,0
Republic of Korea,2003,30,Male,7.7318e-4,Seborrhoeic dermatitis,5.75293033788516e-4
Republic of Korea,2003,30,Male,7.7318e-4,Stomach cancer,0
Republic of Korea,2003,30,Female,4.707e-4,Seborrhoeic dermatitis,7.29898158697888e-4
Republic of Korea,2003,30,Female,4.707e-4,Stomach cancer,0
Republic of Korea,2003,31,Male,8.2016e-4,Seborrhoeic dermatitis,5.75293033788516e-4
Republic of Korea,2003,31,Male,8.2016e-4,Stomach cancer,0
Republic of Korea,2003,31,Female,4.8837e-4,Seborrhoeic dermatitis,7.29898158697888e-4
Republic of Korea,2003,31,Female,4.8837e-4,Stomach cancer,0
Republic of Korea,2003,32,Male,8.8121e-4,Seborrhoeic dermatitis,5.75293033788516e-4
Republic of Korea,2003,32,Male,8.8121e-4,Stomach cancer,0
Republic of Korea,2003,32,Female,5.1092e-4,Seborrhoeic dermatitis,7.29898158697888e-4
Republic of Korea,2003,32,Female,5.1092e-4,Stomach cancer,0
Republic of Korea,2003,33,Male,9.5613e-4,Seborrhoeic dermatitis,5.75293033788516e-4
Republic of Korea,2003,33,Male,9.5613e-4,Stomach cancer,0
Republic of Korea,2003,33,Female,5.3909e-4,Seborrhoeic dermatitis,7.29898158697888e-4
Republic of Korea,2003,33,Female,5.3909e-4,Stomach cancer,0
Republic of Korea,2003,34,Male,0.0010659,Seborrhoeic dermatitis,6.30639281946128e-4
Republic of Korea,2003,34,Male,0.0010659,Stomach cancer,0
Republic of Korea,2003,34,Female,5.8445e-4,Seborrhoeic dermatitis,8.07877352281592e-4
Republic of Korea,2003,34,Female,5.8445e-4,Stomach cancer,0
Republic of Korea,2003,35,Male,0.00119069,Seborrhoeic dermatitis,6.30639281946128e-4
Republic of Korea,2003,35,Male,0.00119069,Stomach cancer,0
Republic of Korea,2003,35,Female,6.3018e-4,Seborrhoeic dermatitis,8.07877352281592e-4
Republic of Korea,2003,35,Female,6.3018e-4,Stomach cancer,0
Republic of Korea,2003,36,Male,0.00136077,Seborrhoeic dermatitis,6.30639281946128e-4
Republic of Korea,2003,36,Male,0.00136077,Stomach cancer,0
Republic of Korea,2003,36,Female,6.8737e-4,Seborrhoeic dermatitis,8.07877352281592e-4
Republic of Korea,2003,36,Female,6.8737e-4,Stomach cancer,0
Republic of Korea,2003,37,Male,0.00149926,Seborrhoeic dermatitis,6.30639281946128e-4
Republic of Korea,2003,37,Male,0.00149926,Stomach cancer,0
Republic of Korea,2003,37,Female,7.1251e-4,Seborrhoeic dermatitis,8.07877352281592e-4
Republic of Korea,2003,37,Female,7.1251e-4,Stomach cancer,0
Republic of Korea,2003,38,Male,0.00167586,Seborrhoeic dermatitis,6.30639281946128e-4
Republic of Korea,2003,38,Male,0.00167586,Stomach cancer,0
Republic of Korea,2003,38,Female,7.4978e-4,Seborrhoeic dermatitis,8.07877352281592e-4
Republic of Korea,2003,38,Female,7.4978e-4,Stomach cancer,0
Republic of Korea,2003,39,Male,0.00186785,Seborrhoeic dermatitis,6.15799495726814e-4
Republic of Korea,2003,39,Male,0.00186785,Stomach cancer,0
Republic of Korea,2003,39,Female,7.8803e-4,Seborrhoeic dermatitis,7.8717206586002e-4
Republic of Korea,2003,39,Female,7.8803e-4,Stomach cancer,0
Republic of Korea,2003,40,Male,0.00206625,Seborrhoeic dermatitis,6.15799495726814e-4
Republic of Korea,2003,40,Male,0.00206625,Stomach cancer,4.277127520894623e-6
Republic of Korea,2003,40,Female,8.192e-4,Seborrhoeic dermatitis,7.8717206586002e-4
Republic of Korea,2003,40,Female,8.192e-4,Stomach cancer,3.4213260422571723e-6
Republic of Korea,2003,41,Male,0.00233336,Seborrhoeic dermatitis,6.15799495726814e-4
Republic of Korea,2003,41,Male,0.00233336,Stomach cancer,4.277127520894623e-6
Republic of Korea,2003,41,Female,8.7244e-4,Seborrhoeic dermatitis,7.8717206586002e-4
Republic of Korea,2003,41,Female,8.7244e-4,Stomach cancer,3.4213260422571723e-6
Republic of Korea,2003,42,Male,0.0026051,Seborrhoeic dermatitis,6.15799495726814e-4
Republic of Korea,2003,42,Male,0.0026051,Stomach cancer,4.277127520894623e-6
Republic of Korea,2003,42,Female,9.4577e-4,Seborrhoeic dermatitis,7.8717206586002e-4
Republic of Korea,2003,42,Female,9.4577e-4,Stomach cancer,3.4213260422571723e-6
Republic of Korea,2003,43,Male,0.00290272,Seborrhoeic dermatitis,6.15799495726814e-4
Republic of Korea,2003,43,Male,0.00290272,Stomach cancer,4.277127520894623e-6
Republic of Korea,2003,43,Female,0.00103121,Seborrhoeic dermatitis,7.8717206586002e-4
Republic of Korea,2003,43,Female,0.00103121,Stomach cancer,3.4213260422571723e-6
Republic of Korea,2003,44,Male,0.00324152,Seborrhoeic dermatitis,5.891739342787e-4
Republic of Korea,2003,44,Male,0.00324152,Stomach cancer,4.277127520894623e-6
Republic of Korea,2003,44,Female,0.00113922,Seborrhoeic dermatitis,7.47623292120384e-4
Republic of Korea,2003,44,Female,0.00113922,Stomach cancer,3.4213260422571723e-6
Republic of Korea,2003,45,Male,0.00361447,Seborrhoeic dermatitis,5.891739342787e-4
Republic of Korea,2003,45,Male,0.00361447,Stomach cancer,1.1309432062449525e-5
Republic of Korea,2003,45,Female,0.00125965,Seborrhoeic dermatitis,7.47623292120384e-4
Republic of Korea,2003,45,Female,0.00125965,Stomach cancer,1.316618863534409e-5
Republic of Korea,2003,46,Male,0.00409894,Seborrhoeic dermatitis,5.891739342787e-4
Republic of Korea,2003,46,Male,0.00409894,Stomach cancer,1.1309432062449525e-5
Republic of Korea,2003,46,Female,0.00139839,Seborrhoeic dermatitis,7.47623292120384e-4
Republic of Korea,2003,46,Female,0.00139839,Stomach cancer,1.316618863534409e-5
Republic of Korea,2003,47,Male,0.00458717,Seborrhoeic dermatitis,5.891739342787e-4
Republic of Korea,2003,47,Male,0.00458717,Stomach cancer,1.1309432062449525e-5
Republic of Korea,2003,47,Female,0.00156559,Seborrhoeic dermatitis,7.47623292120384e-4
Republic of Korea,2003,47,Female,0.00156559,Stomach cancer,1.316618863534409e-5
Republic of Korea,2003,48,Male,0.00513327,Seborrhoeic dermatitis,5.891739342787e-4
Republic of Korea,2003,48,Male,0.00513327,Stomach cancer,1.1309432062449525e-5
Republic of Korea,2003,48,Female,0.00176002,Seborrhoeic dermatitis,7.47623292120384e-4
Republic of Korea,2003,48,Female,0.00176002,Stomach cancer,1.316618863534409e-5
Republic of Korea,2003,49,Male,0.00574391,Seborrhoeic dermatitis,5.687643376950399e-4
Republic of Korea,2003,49,Male,0.00574391,Stomach cancer,1.1309432062449525e-5
Republic of Korea,2003,49,Female,0.00198987,Seborrhoeic dermatitis,6.98158763662054e-4
Republic of Korea,2003,49,Female,0.00198987,Stomach cancer,1.316618863534409e-5
Republic of Korea,2003,50,Male,0.0064372,Seborrhoeic dermatitis,5.687643376950399e-4
Republic of Korea,2003,50,Male,0.0064372,Stomach cancer,3.5325377014012e-5
Republic of Korea,2003,50,Female,0.00226029,Seborrhoeic dermatitis,6.98158763662054e-4
Republic of Korea,2003,50,Female,0.00226029,Stomach cancer,3.8941989319578e-5
Republic of Korea,2003,51,Male,0.00722365,Seborrhoeic dermatitis,5.687643376950399e-4
Republic of Korea,2003,51,Male,0.00722365,Stomach cancer,3.5325377014012e-5
Republic of Korea,2003,51,Female,0.00257754,Seborrhoeic dermatitis,6.98158763662054e-4
Republic of Korea,2003,51,Female,0.00257754,Stomach cancer,3.8941989319578e-5
Republic of Korea,2003,52,Male,0.00811846,Seborrhoeic dermatitis,5.687643376950399e-4
Republic of Korea,2003,52,Male,0.00811846,Stomach cancer,3.5325377014012e-5
Republic of Korea,2003,52,Female,0.00294574,Seborrhoeic dermatitis,6.98158763662054e-4
Republic of Korea,2003,52,Female,0.00294574,Stomach cancer,3.8941989319578e-5
Republic of Korea,2003,53,Male,0.00926973,Seborrhoeic dermatitis,5.687643376950399e-4
Republic of Korea,2003,53,Male,0.00926973,Stomach cancer,3.5325377014012e-5
Republic of Korea,2003,53,Female,0.00340581,Seborrhoeic dermatitis,6.98158763662054e-4
Republic of Korea,2003,53,Female,0.00340581,Stomach cancer,3.8941989319578e-5
Republic of Korea,2003,54,Male,0.01009117,Seborrhoeic dermatitis,6.116406052006759e-4
Republic of Korea,2003,54,Male,0.01009117,Stomach cancer,3.5325377014012e-5
Republic of Korea,2003,54,Female,0.00398159,Seborrhoeic dermatitis,7.109840778827681e-4
Republic of Korea,2003,54,Female,0.00398159,Stomach cancer,3.8941989319578e-5
Republic of Korea,2003,55,Male,0.00982246,Seborrhoeic dermatitis,6.116406052006759e-4
Republic of Korea,2003,55,Male,0.00982246,Stomach cancer,8.9123830095594e-5
Republic of Korea,2003,55,Female,0.00383492,Seborrhoeic dermatitis,7.109840778827681e-4
Republic of Korea,2003,55,Female,0.00383492,Stomach cancer,8.806811550575e-5
Republic of Korea,2003,56,Male,0.00994423,Seborrhoeic dermatitis,6.116406052006759e-4
Republic of Korea,2003,56,Male,0.00994423,Stomach cancer,8.9123830095594e-5
Republic of Korea,2003,56,Female,0.0038144,Seborrhoeic dermatitis,7.109840778827681e-4
Republic of Korea,2003,56,Female,0.0038144,Stomach cancer,8.806811550575e-5
Republic of Korea,2003,57,Male,0.01039832,Seborrhoeic dermatitis,6.116406052006759e-4
Republic of Korea,2003,57,Male,0.01039832,Stomach cancer,8.9123830095594e-5
Republic of Korea,2003,57,Female,0.003922,Seborrhoeic dermatitis,7.109840778827681e-4
Republic of Korea,2003,57,Female,0.003922,Stomach cancer,8.806811550575e-5
Republic of Korea,2003,58,Male,0.01114917,Seborrhoeic dermatitis,6.116406052006759e-4
Republic of Korea,2003,58,Male,0.01114917,Stomach cancer,8.9123830095594e-5
Republic of Korea,2003,58,Female,0.00415512,Seborrhoeic dermatitis,7.109840778827681e-4
Republic of Korea,2003,58,Female,0.00415512,Stomach cancer,8.806811550575e-5
Republic of Korea,2003,59,Male,0.01216604,Seborrhoeic dermatitis,6.7927355341314e-4
Republic of Korea,2003,59,Male,0.01216604,Stomach cancer,8.9123830095594e-5
Republic of Korea,2003,59,Female,0.00450757,Seborrhoeic dermatitis,7.2468398185066e-4
Republic of Korea,2003,59,Female,0.00450757,Stomach cancer,8.806811550575e-5
Republic of Korea,2003,60,Male,0.01341762,Seborrhoeic dermatitis,6.7927355341314e-4
Republic of Korea,2003,60,Male,0.01341762,Stomach cancer,1.54736661419634e-4
Republic of Korea,2003,60,Female,0.00497219,Seborrhoeic dermatitis,7.2468398185066e-4
Republic of Korea,2003,60,Female,0.00497219,Stomach cancer,1.16253545241076e-4
Republic of Korea,2003,61,Male,0.01487051,Seborrhoeic dermatitis,6.7927355341314e-4
Republic of Korea,2003,61,Male,0.01487051,Stomach cancer,1.54736661419634e-4
Republic of Korea,2003,61,Female,0.0055426,Seborrhoeic dermatitis,7.2468398185066e-4
Republic of Korea,2003,61,Female,0.0055426,Stomach cancer,1.16253545241076e-4
Republic of Korea,2003,62,Male,0.01647553,Seborrhoeic dermatitis,6.7927355341314e-4
Republic of Korea,2003,62,Male,0.01647553,Stomach cancer,1.54736661419634e-4
Republic of Korea,2003,62,Female,0.00621224,Seborrhoeic dermatitis,7.2468398185066e-4
Republic of Korea,2003,62,Female,0.00621224,Stomach cancer,1.16253545241076e-4
Republic of Korea,2003,63,Male,0.01818601,Seborrhoeic dermatitis,6.7927355341314e-4
Republic of Korea,2003,63,Male,0.01818601,Stomach cancer,1.54736661419634e-4
Republic of Korea,2003,63,Female,0.00697376,Seborrhoeic dermatitis,7.2468398185066e-4
Republic of Korea,2003,63,Female,0.00697376,Stomach cancer,1.16253545241076e-4
Republic of Korea,2003,64,Male,0.01996831,Seborrhoeic dermatitis,8.290621954613921e-4
Republic of Korea,2003,64,Male,0.01996831,Stomach cancer,1.54736661419634e-4
Republic of Korea,2003,64,Female,0.0078291,Seborrhoeic dermatitis,7.88169581635618e-4
Republic of Korea,2003,64,Female,0.0078291,Stomach cancer,1.16253545241076e-4
Republic of Korea,2003,65,Male,0.02179983,Seborrhoeic dermatitis,8.290621954613921e-4
Republic of Korea,2003,65,Male,0.02179983,Stomach cancer,2.93975929111786e-4
Republic of Korea,2003,65,Female,0.00877824,Seborrhoeic dermatitis,7.88169581635618e-4
Republic of Korea,2003,65,Female,0.00877824,Stomach cancer,1.65099370820524e-4
Republic of Korea,2003,66,Male,0.02369621,Seborrhoeic dermatitis,8.290621954613921e-4
Republic of Korea,2003,66,Male,0.02369621,Stomach cancer,2.93975929111786e-4
Republic of Korea,2003,66,Female,0.00982561,Seborrhoeic dermatitis,7.88169581635618e-4
Republic of Korea,2003,66,Female,0.00982561,Stomach cancer,1.65099370820524e-4
Republic of Korea,2003,67,Male,0.02569915,Seborrhoeic dermatitis,8.290621954613921e-4
Republic of Korea,2003,67,Male,0.02569915,Stomach cancer,2.93975929111786e-4
Republic of Korea,2003,67,Female,0.01098566,Seborrhoeic dermatitis,7.88169581635618e-4
Republic of Korea,2003,67,Female,0.01098566,Stomach cancer,1.65099370820524e-4
Republic of Korea,2003,68,Male,0.02787674,Seborrhoeic dermatitis,8.290621954613921e-4
Republic of Korea,2003,68,Male,0.02787674,Stomach cancer,2.93975929111786e-4
Republic of Korea,2003,68,Female,0.01228726,Seborrhoeic dermatitis,7.88169581635618e-4
Republic of Korea,2003,68,Female,0.01228726,Stomach cancer,1.65099370820524e-4
Republic of Korea,2003,69,Male,0.03034258,Seborrhoeic dermatitis,0.001268300130937804
Republic of Korea,2003,69,Male,0.03034258,Stomach cancer,2.93975929111786e-4
Republic of Korea,2003,69,Female,0.01379426,Seborrhoeic dermatitis,0.001077252910198076
Republic of Korea,2003,69,Female,0.01379426,Stomach cancer,1.65099370820524e-4
Republic of Korea,2003,70,Male,0.03324072,Seborrhoeic dermatitis,0.001268300130937804
Republic of Korea,2003,70,Male,0.03324072,Stomach cancer,4.2445296425739e-4
